geocode,pct_bosque_mean,pct_bosque_min,pct_bosque_max,pct_no_bosque_mean,pct_no_bosque_min,pct_no_bosque_max
220705,0.45999805330020294,0.40311996920277177,0.5357011618954294,0.5400019466997971,0.46429883810457057,0.5968800307972283
220706,0.3914219520113331,0.35300888351090515,0.5363456600655195,0.6085780479886669,0.4636543399344804,0.6469911164890948
220707,0.4068831085694776,0.30207408671901675,0.5361044725162172,0.5931168914305224,0.4638955274837829,0.6979259132809833
220708,0.7266954843611154,0.4962160524393856,0.9067455337661074,0.2733045156388846,0.0932544662338925,0.5037839475606144
220710,0.7500094047342354,0.6019796666051664,0.865956778956398,0.24999059526576461,0.13404322104360203,0.3980203333948335
220802,0.6621827366586922,0.5191631449337984,0.8484548287260988,0.33781726334130774,0.15154517127390124,0.48083685506620155
220803,0.6519098689910473,0.6100186405523904,0.6910184042636982,0.3480901310089527,0.3089815957363018,0.38998135944760953
220804,0.5940107106344913,0.5584199484569019,0.6859465187109965,0.4059892893655087,0.31405348128900346,0.44158005154309815
220806,0.34529777913093485,0.27946076690177774,0.38554828233622573,0.6547022208690652,0.6144517176637743,0.7205392330982223
220807,0.1480055467613863,0.09972587930967916,0.18130574109107755,0.8519944532386138,0.8186942589089224,0.9002741206903209
220808,0.445324681679298,0.38283297269672817,0.5892330944795415,0.554675318320702,0.4107669055204584,0.6171670273032718
220809,0.15583295115799128,0.12474203164411832,0.2141710616831002,0.8441670488420087,0.7858289383168998,0.8752579683558817
220902,0.5872169422905372,0.5246002882042132,0.6686337747889933,0.41278305770946266,0.33136622521100667,0.4753997117957867
220906,0.774777241204023,0.5942177117751716,0.8602029701172796,0.22522275879597692,0.1397970298827203,0.4057822882248284
220908,0.27778623819713727,0.22945273539865135,0.41042765301547834,0.7222137618028628,0.5895723469845217,0.7705472646013486
220909,0.7102918882358429,0.689203417163115,0.7685684965281943,0.2897081117641571,0.23143150347180574,0.3107965828368851
220910,0.08961210825212088,0.05465189651545958,0.20672369066816237,0.9103878917478792,0.7932763093318376,0.9453481034845405
220912,0.7259070429887875,0.6694924871759953,0.8022606564074629,0.2740929570112125,0.19773934359253711,0.3305075128240047
220913,0.617396769904101,0.5864367674383789,0.6504662856539006,0.38260323009589897,0.3495337143460993,0.41356323256162103
220914,0.654193517055367,0.6122635764904534,0.7014535633034104,0.3458064829446331,0.2985464366965897,0.3877364235095466
221001,0.6143964870726983,0.5936166639851099,0.6307302890190689,0.38560351292730166,0.36926971098093103,0.40638333601489013
221002,0.6934049408604053,0.6600274659007948,0.714348199439747,0.30659505913959473,0.2856518005602529,0.3399725340992053
221005,0.5538462835040139,0.5268215322695301,0.5810992438466352,0.4461537164959862,0.41890075615336475,0.47317846773046995
221006,0.20432378866973794,0.16928119878248654,0.24065347363977826,0.7956762113302621,0.7593465263602217,0.8307188012175135
250102,0.42095345781050914,0.1587664351898177,0.6669855310292381,0.5790465421894908,0.33301446897076187,0.8412335648101823
250105,0.33272684717699064,0.18463945860277253,0.4690990310220076,0.6672731528230094,0.5309009689779923,0.8153605413972275
250106,0.8367331028892384,0.5708956922038567,0.906231350300499,0.16326689711076173,0.09376864969950101,0.4291043077961433
250302,0.8371777241422125,0.6250830086667633,0.9378356795235255,0.16282227585778758,0.06216432047647445,0.37491699133323675
250304,0.5652430228356443,0.2356187871530902,0.8675362585819653,0.4347569771643557,0.13246374141803471,0.7643812128469097
250305,0.43800393027951046,0.17695297870417007,0.7787678810498538,0.5619960697204895,0.22123211895014616,0.82304702129583
250306,0.8103357857488354,0.6053742491879774,0.9080127048400888,0.1896642142511647,0.09198729515991116,0.39462575081202256
